CNTRYID,CNT,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC161Q01SA,SC161Q02SA,SC161Q03SA,SC161Q04SA,SC161Q05SA,SC162Q01SA,SC155Q01HA,SC155Q02HA,SC155Q03HA,SC155Q04HA,SC155Q05HA,SC155Q06HA,SC155Q07HA,SC155Q08HA,SC155Q09HA,SC155Q10HA,SC155Q11HA,SC156Q01HA,SC156Q02HA,SC156Q03HA,SC156Q04HA,SC156Q05HA,SC156Q06HA,SC156Q07HA,SC156Q08HA,SC011Q01TA,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC042Q01TA,SC042Q02TA,SC154Q01HA,SC154Q02WA,SC154Q03WA,SC154Q04WA,SC154Q05WA,SC154Q06WA,SC154Q07WA,SC154Q08WA,SC154Q09HA,SC154Q10WA,SC154Q11HA,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC165Q01HA,SC165Q02HA,SC165Q03HA,SC165Q04HA,SC165Q05HA,SC165Q06HA,SC165Q07HA,SC165Q08HA,SC165Q09HA,SC165Q10HA,SC166Q02HA,SC166Q03HA,SC166Q05HA,SC166Q06HA,SC167Q01HA,SC167Q02HA,SC167Q03HA,SC167Q04HA,SC167Q05HA,SC167Q06HA,SC158Q01HA,SC158Q02HA,SC158Q04HA,SC158Q07HA,SC158Q08HA,SC158Q09HA,SC158Q12HA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q11HA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC002Q01TA,SC002Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC025Q01NA,SC159Q01HA,SC003Q01TA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q12IA,SC053Q13IA,SC053Q09TA,SC053Q10TA,SC053Q14IA,SC053Q15IA,SC053Q16IA,SC053D11TA,SC150Q01IA,SC150Q02IA,SC150Q03IA,SC150Q04IA,SC150Q05IA,SC164Q01HA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SC152Q01HA,SC160Q01WA,SC052Q01NA,SC052Q02NA,SC052Q03HA,PRIVATESCH,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG,W_SCHGRNRABWT,W_FSTUWT_SCH_SUM,SENWT,VER_DAT,BOOKID
32.0,ARG,3200334.0,07MS,003200,3204.0,ARG0409,0320400,0.0,2.0,156.0,3.0,1.0,95.0,4.0,1.0,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,193.0,186.0,0.0,4.0,100.0,22.0,30.0,30.0,30.0,0.0,2.0,1.0,14.0,63.0,14.0,63.0,,22.0,0.0,20.0,1.0,10.0,100.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,,60.0,40.0,40.0,40.0,1.0,3.0,1.0,1.0,1.0,public,3.0,8.3297,379.0,1.3636,1.0,45.5,1.0,0.2418,0.2198,0.1319,23.0,2.0,-0.6884,0.1077,1.0522,1.3735,0.9042,5.97387,308.05374,2.08089,  26APR19:10:57:29,
32.0,ARG,3200335.0,07MS,003200,3203.0,ARG0307,0320300,0.0,2.0,156.0,4.0,2.0,100.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,256.0,301.0,0.0,1.0,100.0,97.0,30.0,0.0,30.0,0.0,1.0,0.0,74.0,,74.0,,52.0,,22.0,,3.0,,100.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,50.0,20.0,80.0,2.0,2.0,2.0,,2.0,2.0,1.0,public,2.0,7.527,557.0,0.3093,0.0,74.0,1.0,0.7027,0.2973,0.0405,23.0,0.0,1.2478,0.4427,1.4948,0.9054,0.9042,2.69146,263.44328,0.93752,  26APR19:10:57:29,
32.0,ARG,3200336.0,07MS,003200,3200.0,ARG0517,0320000,0.0,2.0,156.0,1.0,1.0,75.0,20.0,5.0,,1.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,161.0,209.0,1.0,3.0,90.0,50.0,30.0,6.0,25.0,0.0,1.0,6.0,80.0,2.0,80.0,2.0,46.0,0.0,32.0,2.0,0.0,0.0,8.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0032002,1.0,2.0,2.0,2.0,2.0,50.0,10.0,50.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,public,3.0,4.5679,370.0,0.6,0.2,81.0,1.0,0.5679,0.4074,0.0,28.0,1.0,0.1312,0.122,1.0997,0.2266,0.9042,41.45952,2672.09143,14.4417,  26APR19:10:57:29,
32.0,ARG,3200337.0,07MS,003200,3204.0,ARG0409,0320400,0.0,2.0,156.0,2.0,1.0,40.0,40.0,20.0,,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,540.0,98.0,0.0,5.0,40.0,120.0,30.0,30.0,30.0,0.0,2.0,90.0,40.0,65.0,40.0,65.0,18.0,,,,15.0,,5.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0032002,1.0,2.0,2.0,2.0,2.0,4.0,50.0,50.0,10.0,20.0,1.0,4.0,1.0,1.0,1.0,public,3.0,8.8,638.0,0.25,1.0,72.5,1.0,0.2483,,0.2069,53.0,3.0,-0.6884,0.5116,1.0633,0.2266,-0.0504,6.58345,562.2129,2.29323,  26APR19:10:57:29,
32.0,ARG,3200338.0,07MS,003200,3201.0,ARG0102,0320100,0.0,2.0,156.0,5.0,2.0,65.0,33.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,,,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,3.0,3.0,1.0,3.0,3.0,3.0,121.0,169.0,0.0,2.0,10.0,57.0,20.0,20.0,0.0,,,,39.0,,39.0,,20.0,,10.0,,9.0,,10.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0032001,2.0,2.0,2.0,2.0,2.0,5.0,10.0,20.0,5.0,7.0,1.0,2.0,2.0,1.0,2.0,private,2.0,7.4359,290.0,0.3509,1.0,39.0,1.0,0.5128,0.2564,0.2308,28.0,2.0,0.4292,0.0935,0.2599,1.1612,-1.0542,7.33043,423.28499,2.55343,  26APR19:10:57:29,
32.0,ARG,3200339.0,07MS,003200,3204.0,ARG0409,0320400,0.0,2.0,156.0,5.0,1.0,40.0,60.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1528.0,257.0,0.0,8.0,10.0,268.0,30.0,30.0,0.0,0.0,2.0,9.0,310.0,0.0,310.0,0.0,80.0,0.0,180.0,0.0,20.0,0.0,50.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0032001,2.0,2.0,2.0,2.0,2.0,22.0,40.0,20.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,public,3.0,5.7581,1785.0,0.1119,1.0,310.0,1.0,0.2581,0.5806,0.0645,23.0,2.0,0.2681,0.4427,-0.0221,0.8952,-0.8251,2.58071,710.518,0.89895,  26APR19:10:57:29,
32.0,ARG,3200340.0,07MS,003200,3201.0,ARG0101,0320100,0.0,2.0,156.0,5.0,1.0,100.0,,,,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,277.0,222.0,3.0,2.0,3.0,205.0,39.0,39.0,20.0,1.0,2.0,20.0,,102.0,,102.0,,102.0,,,,,50.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0032001,1.0,2.0,2.0,2.0,2.0,30.0,30.0,60.0,0.0,2.0,2.0,,2.0,1.0,1.0,public,3.0,9.7843,499.0,0.1902,1.0,51.0,1.0,1.0,,,28.0,3.0,-0.113,-0.3163,-0.0871,0.9355,-0.0504,4.44143,512.68608,1.54709,  26APR19:10:57:29,
32.0,ARG,3200341.0,07MS,003200,3202.0,ARG0205,0320200,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999999,,,,,,,,,,,,,,,,public,3.0,,,,,,,,,,,,,,,,,81.60425,3715.03579,28.42541,  26APR19:10:57:29,
32.0,ARG,3200342.0,07MS,003200,3201.0,ARG0102,0320100,0.0,2.0,156.0,5.0,2.0,50.0,50.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,87.0,73.0,3.0,0.0,3.0,26.0,14.0,14.0,0.0,0.0,2.0,1.0,27.0,0.0,24.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0032002,1.0,2.0,2.0,2.0,2.0,1.0,30.0,70.0,0.0,0.0,2.0,,1.0,2.0,1.0,private,2.0,5.9259,160.0,0.5385,1.0,27.0,0.8889,0.5185,0.3704,0.0,28.0,2.0,-0.2264,-0.614,-2.0719,-0.1274,0.9042,13.40422,401.34115,4.66913,  26APR19:10:57:29,
32.0,ARG,3200343.0,07MS,003200,3203.0,ARG0308,0320300,0.0,2.0,156.0,3.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,75.0,88.0,0.0,0.0,45.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,31.0,4.0,31.0,3.0,17.0,1.0,14.0,2.0,8.0,23.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0032002,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,private,2.0,8.359,163.0,0.0,,19.5,1.0,0.5897,0.4103,0.3077,18.0,1.0,0.4698,-1.4551,-0.9505,0.6101,0.9042,9.47411,192.50637,3.30014,  26APR19:10:57:29,
32.0,ARG,3200344.0,07MS,003200,3202.0,ARG0206,0320200,0.0,2.0,156.0,3.0,2.0,100.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,141.0,193.0,0.0,1.0,1.0,49.0,1.0,1.0,1.0,0.0,3.0,5.0,57.0,,57.0,,30.0,,27.0,,1.0,,45.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,15.0,20.0,30.0,0.0,0.0,2.0,,2.0,2.0,1.0,private,2.0,5.8596,334.0,0.0204,1.0,57.0,1.0,0.5263,0.4737,0.0175,28.0,1.0,-0.113,-1.4551,-0.7293,0.2266,0.9042,56.91862,1907.0951,19.8266,  26APR19:10:57:29,
32.0,ARG,3200345.0,07MS,003200,3200.0,ARG0513,0320000,0.0,2.0,156.0,1.0,1.0,80.0,15.0,5.0,,3.0,1.0,,4.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,172.0,180.0,0.0,,70.0,51.0,20.0,0.0,20.0,0.0,2.0,0.0,18.0,29.0,18.0,29.0,14.0,26.0,3.0,3.0,0.0,0.0,80.0,2.0,9.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0032002,1.0,2.0,2.0,2.0,2.0,7.0,10.0,100.0,10.0,10.0,1.0,2.0,1.0,1.0,1.0,public,3.0,10.8308,352.0,0.3922,0.0,32.5,1.0,0.8308,0.1385,0.0,53.0,1.0,1.2478,1.5453,0.735,0.8952,0.3009,46.62837,1501.81605,16.24218,  26APR19:10:57:29,
32.0,ARG,3200346.0,07MS,003200,3201.0,ARG0101,0320100,0.0,2.0,156.0,5.0,1.0,95.0,0.0,0.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1095.0,1219.0,0.0,1.0,10.0,855.0,1000.0,1000.0,855.0,28.0,7.0,250.0,148.0,200.0,0.0,0.0,,,,,,,20.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0032001,1.0,1.0,1.0,1.0,1.0,5.0,30.0,50.0,,,1.0,3.0,,1.0,,public,3.0,9.3306,2314.0,1.1696,1.0,248.0,0.0,,,,28.0,3.0,0.265,0.4104,0.8153,1.8674,0.9042,1.14112,472.41538,0.39749,  26APR19:10:57:29,
32.0,ARG,3200347.0,07MS,003200,3201.0,ARG0102,0320100,0.0,2.0,156.0,5.0,2.0,60.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,82.0,80.0,90.0,10.0,0.0,26.0,26.0,26.0,26.0,3.0,10.0,40.0,10.0,90.0,,0.0,,,,,10.0,,50.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0032001,1.0,1.0,2.0,2.0,2.0,0.0,50.0,50.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,private,2.0,2.9455,162.0,1.0,1.0,55.0,0.0,,,0.1818,23.0,3.0,-0.949,-1.4551,-1.4335,-2.0409,0.9042,13.40422,344.08197,4.66913,  26APR19:10:57:29,
32.0,ARG,3200348.0,07MS,003200,3203.0,ARG0307,0320300,0.0,2.0,156.0,2.0,1.0,50.0,0.0,50.0,0.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,1.0,2.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,,3.0,4.0,2.0,3.0,,,0.0,,15.0,,48.0,,0.0,0.0,,0.0,,33.0,,33.0,,15.0,,18.0,,1.0,10.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,2.0,2.0,0032002,1.0,2.0,2.0,2.0,2.0,5.0,20.0,15.0,10.0,30.0,1.0,3.0,2.0,1.0,1.0,public,3.0,,,,,16.5,1.0,0.4545,0.5455,0.0303,23.0,2.0,-1.4212,0.0663,-0.0155,1.7412,-1.585,9.07407,293.27456,3.16079,  26APR19:10:57:29,
32.0,ARG,3200349.0,07MS,003200,3200.0,ARG0519,0320000,0.0,2.0,156.0,4.0,2.0,100.0,,,,1.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,265.0,281.0,0.0,1.0,20.0,197.0,30.0,0.0,30.0,0.0,2.0,0.0,,105.0,,105.0,,68.0,,37.0,,0.0,70.0,2.0,9.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0032001,1.0,1.0,2.0,2.0,1.0,20.0,40.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,public,2.0,10.4,546.0,0.1523,0.0,52.5,1.0,0.6476,0.3524,0.0,53.0,1.0,1.529,-0.1953,-0.9505,-0.4289,0.9042,29.49727,2390.67778,10.27486,  26APR19:10:57:29,
